,plot,biome,total_richness,native_richness,non_native_richness,relative_non_native_native_proportion,state,latitude,longitude
305,SAAGAW0002,Desert shrublands,30,24,6,0.2,SA,-32.98011944,137.2442722
306,SAAGAW0003,Desert shrublands,23,21,2,0.086956522,SA,-32.97155,137.2483611
307,SAAGAW0004,Desert shrublands,35,35,0,0,SA,-30.87168877,135.4403808
308,SAAGAW0005,Desert shrublands,22,22,0,0,SA,-30.80325101,135.3901235
309,SAAGAW0006,Desert shrublands,27,27,0,0,SA,-30.533632,135.547127
310,SAAGAW0006,Desert shrublands,35,35,0,0,SA,-30.533632,135.547127
311,SAAGAW0007,Desert shrublands,23,23,0,0,SA,-30.54736758,135.526835
312,SAAGAW0008,Desert shrublands,27,26,1,0.037037037,SA,-30.67968337,135.538546
313,SAAGAW0009,Desert shrublands,37,37,0,0,SA,-30.66966079,135.6262179
314,SAAGVD0001,Desert shrublands,36,36,0,0,SA,-29.34533611,130.4461611
315,SAAGVD0002,Desert shrublands,46,46,0,0,SA,-29.34649167,130.4504778
316,SAAGVD0003,Desert shrublands,68,65,3,0.044117647,SA,-29.32168889,130.4461611
317,SAAGVD0004,Desert shrublands,34,33,1,0.029411765,SA,-30.81475278,132.1342611
318,SAAKAN0001,Mediterranean woodlands,42,42,0,0,SA,-35.64864444,137.3680278
319,SAAKAN0001,Mediterranean woodlands,51,51,0,0,SA,-35.64864444,137.3680278
320,SAAKAN0002,Mediterranean woodlands,58,45,13,0.206896552,SA,-35.643269,137.217397
321,SAAKAN0002,Mediterranean woodlands,71,49,22,0.281690141,SA,-35.643269,137.217397
322,SAAKAN0002,Mediterranean woodlands,59,43,16,0.254237288,SA,-35.643269,137.217397
323,SAAKAN0003,Mediterranean woodlands,75,66,9,0.106666667,SA,-35.74408333,137.3340444
324,SAAKAN0003,Mediterranean woodlands,65,55,10,0.138461538,SA,-35.74408333,137.3340444
325,SAAKAN0004,Mediterranean woodlands,36,36,0,0,SA,-35.723154,136.973161
326,SAAKAN0004,Mediterranean woodlands,37,37,0,0,SA,-35.723154,136.973161
327,SAAKAN0004,Mediterranean woodlands,36,36,0,0,SA,-35.723154,136.973161
328,SAAKAN0005,Mediterranean woodlands,48,48,0,0,SA,-35.810624,136.88294
329,SAAKAN0005,Mediterranean woodlands,34,34,0,0,SA,-35.810624,136.88294
330,SAAKAN0006,Mediterranean woodlands,50,50,0,0,SA,-35.90062129,136.8960835
331,SAAKAN0006,Mediterranean woodlands,33,33,0,0,SA,-35.90062129,136.8960835
332,SAAKAN0007,Mediterranean woodlands,51,51,0,0,SA,-35.908982,136.586576
333,SAAKAN0007,Mediterranean woodlands,44,43,1,0,SA,-35.908982,136.586576
334,SAAKAN0008,Mediterranean woodlands,46,46,0,0,SA,-35.904381,137.551283
335,SAAKAN0008,Mediterranean woodlands,65,61,4,0.061538462,SA,-35.904381,137.551283
336,SAAKAN0009,Mediterranean woodlands,52,52,0,0,SA,-35.943027,137.324832
337,SAAKAN0009,Mediterranean woodlands,69,67,2,0.028985507,SA,-35.943027,137.324832
338,SAAKAN0010,Mediterranean woodlands,39,37,2,0.051282051,SA,-35.842017,137.906987
339,SAAKAN0010,Mediterranean woodlands,56,50,6,0.107142857,SA,-35.842017,137.906987
340,SAAKAN0011,Mediterranean woodlands,39,33,6,0.153846154,SA,-35.783373,138.061671
341,SAAKAN0011,Mediterranean woodlands,68,54,14,0.205882353,SA,-35.783373,138.061671
342,SAAKAN0012,Mediterranean woodlands,45,42,3,0.066666667,SA,-35.884354,137.989879
343,SAAKAN0012,Mediterranean woodlands,65,58,7,0.107692308,SA,-35.884354,137.989879
344,SAAKAN0013,Mediterranean woodlands,53,51,2,0.037735849,SA,-35.724477,136.821049
345,SAAMDD0007,Mediterranean woodlands,35,26,9,0.257142857,SA,-34.36234611,139.4997236
346,SAAMDD0007,Mediterranean woodlands,23,20,3,0.130434783,SA,-34.36234611,139.4997236
347,SAAMDD0008,Mediterranean woodlands,23,22,1,0.043478261,SA,-34.34173111,139.5077222
348,SAAMDD0008,Mediterranean woodlands,27,25,2,0.074074074,SA,-34.34173111,139.5077222
349,SAAMDD0009,Mediterranean woodlands,37,29,8,0.216216216,SA,-34.35790194,139.4859286
350,SAAMDD0009,Mediterranean woodlands,41,35,6,0.146341463,SA,-34.35790194,139.4859286
351,SAAMDD0010,Mediterranean woodlands,40,40,0,0,SA,-34.32056583,139.5024239
352,SAAMDD0010,Mediterranean woodlands,34,33,1,0.029411765,SA,-34.32056583,139.5024239
353,SAAMDD0011,Mediterranean woodlands,48,40,8,0.166666667,SA,-34.31998056,139.5300286
354,SAAMDD0011,Mediterranean woodlands,42,38,4,0.095238095,SA,-34.31998056,139.5300286
355,SAANUL0001,Desert shrublands,27,25,2,0.074074074,SA,-30.96575833,132.0876417
356,SAANUL0002,Desert shrublands,42,33,9,0.214285714,SA,-31.39337222,131.2773722
357,SAANUL0003,Desert shrublands,27,24,3,0.111111111,SA,-31.482375,131.2667917
358,SAANUL0004,Desert shrublands,34,28,6,0.176470588,SA,-31.51117778,131.3066306
359,SAANUL0005,Desert shrublands,19,15,4,0.210526316,SA,-31.820043,132.287988
360,SAASTP0001,Desert shrublands,54,54,0,0,SA,-26.27817222,134.9992
361,SAASTP0001,Desert shrublands,70,69,1,0,SA,-26.27817222,134.9992
362,SAASTP0002,Desert shrublands,43,43,0,0,SA,-26.27460833,135.0155972
363,SAASTP0002,Desert shrublands,64,64,0,0,SA,-26.27460833,135.0155972
364,SAASTP0003,Desert shrublands,50,50,0,0,SA,-26.2739,135.0729667
365,SAASTP0003,Desert shrublands,55,55,0,0,SA,-26.2739,135.0729667
366,SAASTP0004,Desert shrublands,40,39,1,0.025,SA,-26.08814222,135.4522019
367,SAASTP0004,Desert shrublands,45,45,0,0,SA,-26.08814222,135.4522019
368,SAASTP0005,Desert shrublands,45,45,0,0,SA,-26.09590833,135.4235033
369,SAASTP0005,Desert shrublands,58,56,2,0.017241379,SA,-26.09590833,135.4235033
370,SAASTP0006,Desert shrublands,20,18,2,0.1,SA,-26.340247,135.873785
371,SAASTP0006,Desert shrublands,39,38,1,0.025641026,SA,-26.340247,135.873785
372,SAASTP0007,Desert shrublands,42,39,3,0.047619048,SA,-26.35504167,135.8165917
373,SAASTP0007,Desert shrublands,66,62,4,0.015151515,SA,-26.35504167,135.8165917
374,SAASTP0008,Desert shrublands,27,27,0,0,SA,-26.36887778,135.7887611
375,SAASTP0008,Desert shrublands,31,30,1,0,SA,-26.36887778,135.7887611
376,SAASTP0009,Desert shrublands,31,29,2,0.064516129,SA,-26.35025278,135.7046278
377,SAASTP0009,Desert shrublands,63,58,5,0.079365079,SA,-26.35025278,135.7046278
378,SAASTP0010,Desert shrublands,17,17,0,0,SA,-26.36668333,135.5817111
379,SAASTP0010,Desert shrublands,14,14,0,0,SA,-26.36668333,135.5817111
380,SAASTP0011,Desert shrublands,16,16,0,0,SA,-26.4805,135.4576472
381,SAASTP0011,Desert shrublands,15,15,0,0,SA,-26.4805,135.4576472
382,SAASTP0012,Desert shrublands,24,24,0,0,SA,-26.62279444,135.4337278
383,SAASTP0012,Desert shrublands,39,39,0,0,SA,-26.62279444,135.4337278
384,SAASTP0013,Desert shrublands,30,30,0,0,SA,-26.57410278,135.3073917
385,SAASTP0013,Desert shrublands,33,33,0,0,SA,-26.57410278,135.3073917
386,SAASTP0014,Desert shrublands,37,37,0,0,SA,-27.86115,136.6493694
387,SAASTP0014,Desert shrublands,63,63,0,0,SA,-27.86115,136.6493694
388,SAASTP0015,Desert shrublands,32,32,0,0,SA,-27.86566667,136.6783306
389,SAASTP0015,Desert shrublands,43,43,0,0,SA,-27.86566667,136.6783306
390,SAASTP0016,Desert shrublands,44,44,0,0,SA,-27.83496111,136.6299222
391,SAASTP0016,Desert shrublands,58,58,0,0,SA,-27.83496111,136.6299222
392,SAASTP0017,Desert shrublands,39,38,1,0.025641026,SA,-27.83978333,136.6397306
393,SAASTP0017,Desert shrublands,54,53,1,0.018518519,SA,-27.83978333,136.6397306
394,SAASTP0018,Desert shrublands,48,48,0,0,SA,-28.43342778,136.4283806
395,SAASTP0018,Desert shrublands,33,32,1,0,SA,-28.43342778,136.4283806
396,SAASTP0019,Desert shrublands,47,47,0,0,SA,-28.41965694,136.4812397
397,SAASTP0019,Desert shrublands,44,44,0,0,SA,-28.41965694,136.4812397
398,SAASTP0020,Desert shrublands,48,48,0,0,SA,-28.43764444,136.4588139
399,SAASTP0020,Desert shrublands,35,35,0,0,SA,-28.43764444,136.4588139
400,SAASTP0021,Desert shrublands,38,38,0,0,SA,-28.40246944,136.5329083
401,SAASTP0021,Desert shrublands,52,52,0,0,SA,-28.40246944,136.5329083
402,SAASTP0022,Desert shrublands,47,46,1,0,SA,-28.20560833,134.536
403,SAASTP0022,Desert shrublands,50,49,1,0,SA,-28.20560833,134.536
404,SAASTP0023,Desert shrublands,53,53,0,0,SA,-28.20895,134.5849472
405,SAASTP0023,Desert shrublands,48,47,1,0.020833333,SA,-28.20895,134.5849472
406,SAASTP0024,Desert shrublands,24,24,0,0,SA,-27.9941,134.9738889
407,SAASTP0024,Desert shrublands,39,39,0,0,SA,-27.9941,134.9738889
408,SAASTP0025,Desert shrublands,17,17,0,0,SA,-27.95972278,134.9713194
409,SAASTP0025,Desert shrublands,30,30,0,0,SA,-27.95972278,134.9713194
410,SAASTP0026,Desert shrublands,22,22,0,0,SA,-27.788875,134.8922078
411,SAASTP0026,Desert shrublands,35,34,1,0,SA,-27.788875,134.8922078
412,SAASTP0027,Desert shrublands,17,17,0,0,SA,-27.73725,134.8437556
413,SAASTP0027,Desert shrublands,39,39,0,0,SA,-27.73725,134.8437556
414,SAASTP0028,Desert shrublands,23,23,0,0,SA,-27.71056111,134.8446167
415,SAASTP0028,Desert shrublands,44,43,1,0,SA,-27.71056111,134.8446167
416,SAASTP0029,Desert shrublands,26,26,0,0,SA,-28.08707778,135.8614722
417,SAASTP0030,Desert shrublands,45,44,1,0.022222222,SA,-29.290199,139.179877
418,SAASTP0030,Desert shrublands,42,42,0,0,SA,-29.290199,139.179877
419,SAASTP0031,Desert shrublands,42,40,2,0.047619048,SA,-29.276984,139.175572
420,SAASTP0031,Desert shrublands,39,39,0,0,SA,-29.276984,139.175572
421,SAASTP0032,Desert shrublands,48,48,0,0,SA,-29.28948611,139.1824611
422,SAASTP0032,Desert shrublands,30,30,0,0,SA,-29.28948611,139.1824611
423,SAASTP0033,Desert shrublands,22,22,0,0,SA,-30.3605802,135.3898437
424,SAASTP0033,Desert shrublands,26,26,0,0,SA,-30.3605802,135.3898437
425,SAASTP0034,Desert shrublands,19,19,0,0,SA,-30.3633961,135.5281127
426,SAASTP0034,Desert shrublands,27,27,0,0,SA,-30.3633961,135.5281127
427,SASMDD0001,Mediterranean woodlands,38,38,0,0,SA,-34.00265833,140.5864083
428,SASMDD0001,Mediterranean woodlands,24,24,0,0,SA,-34.00265833,140.5864083
429,SASMDD0002,Mediterranean woodlands,35,35,0,0,SA,-34.01169722,140.5926917
430,SASMDD0003,Mediterranean woodlands,32,32,0,0,SA,-33.99453056,140.5856361
431,SASMDD0003,Mediterranean woodlands,30,30,0,0,SA,-33.99453056,140.5856361
432,SASMDD0005,Mediterranean woodlands,31,29,2,0.064516129,SA,-33.97431111,140.7257806
433,SASMDD0005,Mediterranean woodlands,34,29,5,0.147058824,SA,-33.97431111,140.7257806
434,SASMDD0006,Mediterranean woodlands,34,34,0,0,SA,-33.97274167,140.7272611
435,SASMDD0006,Mediterranean woodlands,43,43,0,0,SA,-33.97274167,140.7272611
436,SASMDD0006,Mediterranean woodlands,38,37,1,0.026315789,SA,-33.97274167,140.7272611
437,SASMDD0010,Mediterranean woodlands,33,33,0,0,SA,-34.003975,140.5750222
438,SASMDD0016,Mediterranean woodlands,34,34,0,0,SA,-33.95690278,140.7185444
439,SASMDD0017,Mediterranean woodlands,42,42,0,0,SA,-33.95559167,140.7179972
440,SASMDD0017,Mediterranean woodlands,28,28,0,0,SA,-33.95559167,140.7179972
441,SASMDD0018,Mediterranean woodlands,39,39,0,0,SA,-34.00307222,140.5761167
442,SATEYB0001,Mediterranean woodlands,52,32,20,0.384615385,SA,-34.50430556,138.7031889
443,SATEYB0001,Mediterranean woodlands,58,35,23,0.396551724,SA,-34.50430556,138.7031889
444,SATEYB0002,Mediterranean woodlands,44,39,5,0.113636364,SA,-33.48902778,138.0801417
445,SATEYB0002,Mediterranean woodlands,39,35,4,0.102564103,SA,-33.48902778,138.0801417
446,SATFLB0001,Mediterranean woodlands,39,33,6,0.153846154,SA,-34.60900833,138.8613444
447,SATFLB0001,Mediterranean woodlands,69,55,14,0.202898551,SA,-34.60900833,138.8613444
448,SATFLB0002,Mediterranean woodlands,43,42,1,0.023255814,SA,-34.68309722,138.9086
449,SATFLB0002,Mediterranean woodlands,69,64,5,0.072463768,SA,-34.68309722,138.9086
450,SATFLB0003,Mediterranean woodlands,36,35,1,0.027777778,SA,-34.576925,139.006103
451,SATFLB0003,Mediterranean woodlands,69,62,7,0.101449275,SA,-34.576925,139.006103
452,SATFLB0004,Mediterranean woodlands,56,52,4,0.071428571,SA,-31.32773611,138.5673306
453,SATFLB0004,Mediterranean woodlands,54,51,3,0.055555556,SA,-31.32773611,138.5673306
454,SATFLB0005,Mediterranean woodlands,40,39,1,0.025,SA,-31.31546111,138.5663667
455,SATFLB0005,Mediterranean woodlands,47,45,2,0.042553191,SA,-31.31546111,138.5663667
456,SATFLB0006,Mediterranean woodlands,34,33,1,0.029411765,SA,-30.77565358,138.7975707
457,SATFLB0006,Mediterranean woodlands,28,28,0,0,SA,-30.77565358,138.7975707
458,SATFLB0007,Mediterranean woodlands,40,38,2,0.05,SA,-31.54388317,138.594579
459,SATFLB0007,Mediterranean woodlands,48,45,3,0.0625,SA,-31.54388317,138.594579
460,SATFLB0008,Mediterranean woodlands,60,55,5,0.083333333,SA,-32.3209586,137.9543899
461,SATFLB0008,Mediterranean woodlands,63,54,9,0.142857143,SA,-32.3209586,137.9543899
462,SATFLB0009,Mediterranean woodlands,51,47,4,0.078431373,SA,-32.31052104,137.9682707
463,SATFLB0009,Mediterranean woodlands,47,44,3,0.063829787,SA,-32.31052104,137.9682707
464,SATFLB0010,Mediterranean woodlands,55,47,8,0.145454545,SA,-32.82851134,138.0326702
465,SATFLB0010,Mediterranean woodlands,72,56,16,0.222222222,SA,-32.82851134,138.0326702
466,SATFLB0011,Mediterranean woodlands,46,46,0,0,SA,-32.74841999,138.1362668
467,SATFLB0011,Mediterranean woodlands,53,52,1,0.018867925,SA,-32.74841999,138.1362668
468,SATFLB0012,Mediterranean woodlands,57,52,5,0.087719298,SA,-34.88076551,138.7082603
469,SATFLB0012,Mediterranean woodlands,65,63,2,0.030769231,SA,-34.88076551,138.7082603
470,SATFLB0013,Mediterranean woodlands,57,50,7,0.122807018,SA,-33.9141962,138.6038099
471,SATFLB0013,Mediterranean woodlands,57,55,2,0.035087719,SA,-33.9141962,138.6038099
472,SATFLB0014,Mediterranean woodlands,64,59,5,0.078125,SA,-34.00513798,138.9593701
473,SATFLB0014,Mediterranean woodlands,71,64,7,0.098591549,SA,-34.00513798,138.9593701
474,SATFLB0015,Mediterranean woodlands,76,61,15,0.184210526,SA,-34.93342691,138.7269537
475,SATFLB0015,Mediterranean woodlands,93,86,7,0.064516129,SA,-34.93342691,138.7269537
476,SATFLB0016,Mediterranean woodlands,41,38,3,0.073170732,SA,-30.343475,139.3396917
477,SATFLB0016,Mediterranean woodlands,24,24,0,0,SA,-30.343475,139.3396917
478,SATFLB0017,Mediterranean woodlands,51,48,3,0.058823529,SA,-30.33181111,139.3736722
479,SATFLB0017,Mediterranean woodlands,19,19,0,0,SA,-30.33181111,139.3736722
480,SATFLB0018,Mediterranean woodlands,44,43,1,0.022727273,SA,-30.21904444,139.3241306
481,SATFLB0018,Mediterranean woodlands,25,25,0,0,SA,-30.21904444,139.3241306
482,SATFLB0019,Mediterranean woodlands,67,66,1,0.014925373,SA,-30.21953056,139.2328694
483,SATFLB0019,Mediterranean woodlands,34,34,0,0,SA,-30.21953056,139.2328694
484,SATFLB0020,Mediterranean woodlands,49,44,5,0.102040816,SA,-30.25567778,139.2272333
485,SATFLB0020,Mediterranean woodlands,31,29,2,0.064516129,SA,-30.25567778,139.2272333
486,SATFLB0021,Mediterranean woodlands,65,61,4,0.061538462,SA,-30.41211111,139.2199417
487,SATFLB0021,Mediterranean woodlands,27,27,0,0,SA,-30.41211111,139.2199417
488,SATFLB0022,Mediterranean woodlands,61,59,2,0.032786885,SA,-30.40600556,139.2260583
489,SATFLB0022,Mediterranean woodlands,30,30,0,0,SA,-30.40600556,139.2260583
490,SATFLB0023,Mediterranean woodlands,32,31,1,0.03125,SA,-30.59943611,139.0736139
491,SATFLB0023,Mediterranean woodlands,19,18,1,0.052631579,SA,-30.59943611,139.0736139
492,SATFLB0024,Mediterranean woodlands,54,48,6,0.111111111,SA,-30.760856,138.579558
493,SATFLB0024,Mediterranean woodlands,37,33,4,0.108108108,SA,-30.760856,138.579558
494,SATFLB0025,Mediterranean woodlands,55,51,4,0.072727273,SA,-30.78501389,138.6329361
495,SATFLB0025,Mediterranean woodlands,35,34,1,0.028571429,SA,-30.78501389,138.6329361
496,SATFLB0026,Mediterranean woodlands,71,62,9,0.126760563,SA,-34.88775556,138.78705
497,SATFLB0026,Mediterranean woodlands,98,78,20,0.193877551,SA,-34.88775556,138.78705
498,SATFLB0027,Mediterranean woodlands,74,53,21,0.283783784,SA,-35.08308056,138.6790056
499,SATFLB0027,Mediterranean woodlands,97,72,25,0.257731959,SA,-35.08308056,138.6790056
500,SATFLB0028,Mediterranean woodlands,67,51,16,0.23880597,SA,-33.55308333,138.3932722
501,SATFLB0028,Mediterranean woodlands,91,68,23,0.252747253,SA,-33.55308333,138.3932722
502,SATKAN0001,Mediterranean woodlands,46,43,3,0.065217391,SA,-35.60826944,138.261275
503,SATKAN0001,Mediterranean woodlands,63,58,5,0.079365079,SA,-35.60826944,138.261275
504,SATKAN0002,Mediterranean woodlands,51,51,0,0,SA,-35.27211111,138.690175
505,SATKAN0002,Mediterranean woodlands,64,64,0,0,SA,-35.27211111,138.690175
506,SATKAN0003,Mediterranean woodlands,63,51,12,0.19047619,SA,-35.46094167,138.6040389
507,SATKAN0003,Mediterranean woodlands,73,58,15,0.205479452,SA,-35.46094167,138.6040389
508,SATKAN0004,Mediterranean woodlands,75,58,17,0.226666667,SA,-34.92716667,139.0381472
509,SATKAN0004,Mediterranean woodlands,105,85,20,0.19047619,SA,-34.92716667,139.0381472
510,SATSTP0001,Desert shrublands,35,35,0,0,SA,-30.56166389,139.4363139
511,SATSTP0001,Desert shrublands,14,14,0,0,SA,-30.56166389,139.4363139
512,SATSTP0002,Desert shrublands,38,36,2,0.052631579,SA,-30.65632778,139.5473556
513,SATSTP0002,Desert shrublands,30,29,1,0.033333333,SA,-30.65632778,139.5473556
514,SATSTP0003,Desert shrublands,54,54,0,0,SA,-29.75528333,138.8491778
515,SATSTP0003,Desert shrublands,33,33,0,0,SA,-29.75528333,138.8491778
516,SATSTP0004,Desert shrublands,45,44,1,0.022222222,SA,-29.79146944,138.8318556
517,SATSTP0004,Desert shrublands,26,26,0,0,SA,-29.79146944,138.8318556
518,SATSTP0005,Desert shrublands,50,48,2,0.04,SA,-29.45659722,138.8487972
519,SATSTP0005,Desert shrublands,27,26,1,0.037037037,SA,-29.45659722,138.8487972
520,SATSTP0006,Desert shrublands,46,44,2,0.043478261,SA,-29.5305,138.8167
521,SATSTP0006,Desert shrublands,32,32,0,0,SA,-29.5305,138.8167
522,SATSTP0007,Desert shrublands,30,22,8,0.233333333,SA,-29.53599751,138.8171068
523,SATSTP0007,Desert shrublands,15,13,2,0.133333333,SA,-29.53599751,138.8171068
524,SATSTP0008,Desert shrublands,32,31,1,0.03125,SA,-29.38785704,138.8813785
525,SATSTP0008,Desert shrublands,13,13,0,0,SA,-29.38785704,138.8813785
526,VCAMDD0001,Mediterranean woodlands,7,7,0,0,VIC,-34.98098611,141.6105389
527,VCAMDD0002,Mediterranean woodlands,40,37,3,0.05,VIC,-34.98229444,141.6514833
528,VCAMDD0003,Mediterranean woodlands,26,24,2,0,VIC,-34.99829444,141.7283611
529,WAAAVW0001,Mediterranean woodlands,52,52,0,0,WA,-31.90223611,118.9436306
530,WAAAVW0002,Mediterranean woodlands,52,52,0,0,WA,-31.84583333,118.905125
531,WAAAVW0003,Mediterranean woodlands,66,58,8,0.106060606,WA,-32.480397,116.938906
532,WAAAVW0004,Mediterranean woodlands,75,69,6,0.066666667,WA,-32.47970556,116.9356139
533,WAAAVW0005,Mediterranean woodlands,61,60,1,0.016393443,WA,-29.6168112,116.966213
534,WAAAVW0006,Mediterranean woodlands,77,65,12,0.155844156,WA,-29.6035454,116.9675462
535,WAAAVW0007,Mediterranean woodlands,28,28,0,0,WA,-29.6720517,116.9664337
536,WAACAR0001,Desert shrublands,56,53,3,0.053571429,WA,-26.40814394,114.3667124
537,WAACAR0002,Desert shrublands,36,36,0,0,WA,-26.48102,114.27782
538,WAACAR0003,Desert shrublands,59,57,2,0.033898305,WA,-26.51507941,114.0983564
539,WAACAR0004,Desert shrublands,35,29,6,0.171428571,WA,-26.3680647,114.2202138
540,WAACOO0001,Mediterranean woodlands,29,29,0,0,WA,-31.39961111,119.5189444
541,WAACOO0002,Mediterranean woodlands,5,4,1,0.2,WA,-31.40166944,119.6513889
542,WAACOO0003,Mediterranean woodlands,65,65,0,0,WA,-31.39997222,119.6478611
543,WAACOO0004,Mediterranean woodlands,48,48,0,0,WA,-31.39886111,119.6465556
544,WAACOO0005,Mediterranean woodlands,63,58,5,0.063492063,WA,-31.60288056,119.8096056
545,WAACOO0006,Mediterranean woodlands,34,34,0,0,WA,-31.59637778,119.8241222
546,WAACOO0007,Mediterranean woodlands,49,48,1,0.020408163,WA,-31.60672222,119.8075472
547,WAACOO0008,Mediterranean woodlands,50,49,1,0.02,WA,-31.60951,119.79227
548,WAACOO0009,Mediterranean woodlands,64,58,6,0.09375,WA,-31.23911389,120.3261083
549,WAACOO0010,Mediterranean woodlands,77,70,7,0.090909091,WA,-31.23180833,120.3298333
550,WAACOO0011,Mediterranean woodlands,32,29,3,0.09375,WA,-31.25283625,120.3419386
551,WAACOO0012,Mediterranean woodlands,45,45,0,0,WA,-31.23736111,120.3322972
552,WAACOO0016,Mediterranean woodlands,87,87,0,0,WA,-31.20321667,120.3082167
553,WAACOO0017,Mediterranean woodlands,72,72,0,0,WA,-31.16963611,120.3049306
554,WAACOO0018,Mediterranean woodlands,59,59,0,0,WA,-31.195625,120.3178889
555,WAACOO0019,Mediterranean woodlands,92,92,0,0,WA,-31.20710833,120.2651361
556,WAACOO0020,Mediterranean woodlands,31,31,0,0,WA,-30.192,120.6551389
557,WAACOO0021,Mediterranean woodlands,36,36,0,0,WA,-30.19233333,120.6506111
558,WAACOO0022,Mediterranean woodlands,28,28,0,0,WA,-30.19530556,120.63275
559,WAACOO0023,Mediterranean woodlands,30,30,0,0,WA,-30.19279417,120.6414669
560,WAACOO0024,Mediterranean woodlands,41,41,0,0,WA,-30.18542222,120.6441389
561,WAACOO0025,Mediterranean woodlands,57,50,7,0.122807018,WA,-30.19511944,120.5987833
562,WAACOO0026,Mediterranean woodlands,43,43,0,0,WA,-30.53038611,120.6656806
563,WAACOO0027,Mediterranean woodlands,48,48,0,0,WA,-30.50148611,120.6600417
564,WAACOO0028,Mediterranean woodlands,61,61,0,0,WA,-30.48758333,120.6581361
565,WAACOO0029,Mediterranean woodlands,50,50,0,0,WA,-30.43289722,120.6266833
566,WAACOO0030,Mediterranean woodlands,31,28,3,0.064516129,WA,-32.01217222,126.2633917
567,WAACOO0031,Mediterranean woodlands,56,56,0,0,WA,-30.68532222,120.2574222
568,WAACOO0032,Mediterranean woodlands,52,52,0,0,WA,-30.78853056,120.3149361
569,WAAESP0001,Mediterranean woodlands,83,79,4,0.036144578,WA,-34.4769,117.7542694
570,WAAGAS0001,Desert shrublands,38,38,0,0,WA,-23.40913333,120.5597056
571,WAAGAS0002,Desert shrublands,56,55,1,0,WA,-23.3847,120.4791389
572,WAAGES0001,Mediterranean woodlands,64,64,0,0,WA,-27.52381667,114.5289806
573,WAAGES0001,Mediterranean woodlands,50,50,0,0,WA,-27.52381667,114.5289806
574,WAAGES0002,Mediterranean woodlands,43,43,0,0,WA,-27.50954444,114.6082667
575,WAAGES0002,Mediterranean woodlands,40,40,0,0,WA,-27.50954444,114.6082667
576,WAAGES0003,Mediterranean woodlands,68,64,4,0.058823529,WA,-27.60539444,114.6921583
577,WAAGES0003,Mediterranean woodlands,54,51,3,0.055555556,WA,-27.60539444,114.6921583
578,WAAGES0004,Mediterranean woodlands,41,41,0,0,WA,-27.4970725,114.7181698
579,WAAGES0005,Mediterranean woodlands,53,53,0,0,WA,-27.52968081,114.6748527
580,WAAGSD0001,Desert shrublands,18,18,0,0,WA,-19.81246389,121.4741917
581,WAAGSD0001,Desert shrublands,24,24,0,0,WA,-19.81246389,121.4741917
582,WAAGSD0002,Desert shrublands,16,15,1,0,WA,-19.7663681,121.3762065
583,WAAGSD0003,Desert shrublands,24,24,0,0,WA,-19.797059,121.458649
584,WAAGSD0004,Desert shrublands,19,18,1,0,WA,-19.775212,121.425019
585,WAAGVD0001,Desert shrublands,65,65,0,0,WA,-29.66926389,125.13025
586,WAAGVD0003,Desert shrublands,20,20,0,0,WA,-30.240136,124.295597
587,WAAGVD0004,Desert shrublands,23,23,0,0,WA,-30.2330469,124.4266692
588,WAAGVD0007,Desert shrublands,15,15,0,0,WA,-30.413884,124.39249
589,WAAGVD0008,Desert shrublands,31,31,0,0,WA,-30.30217213,124.3926377
590,WAAGVD0009,Desert shrublands,37,37,0,0,WA,-30.26427387,124.4053813
591,WAAGVD0010,Desert shrublands,46,46,0,0,WA,-29.949171,124.603989
592,WAAGVD0011,Desert shrublands,39,39,0,0,WA,-29.95285011,124.605704
593,WAAGVD0012,Desert shrublands,39,39,0,0,WA,-29.9283253,124.6115599
594,WAAGVD0014,Desert shrublands,32,32,0,0,WA,-29.84780283,124.712573
595,WAAGVD0015,Desert shrublands,33,33,0,0,WA,-29.88554065,124.6893407
596,WAAGVD0016,Desert shrublands,47,47,0,0,WA,-29.89949668,124.7021819
597,WAAGVD0017,Desert shrublands,35,35,0,0,WA,-29.91167587,124.6726438
598,WAAHAM0001,Mediterranean woodlands,34,30,4,0.117647059,WA,-31.98483333,128.2852417
599,WAAHAM0002,Mediterranean woodlands,30,30,0,0,WA,-31.88826111,128.2373306
600,WAAHAM0003,Mediterranean woodlands,38,34,4,0.105263158,WA,-31.7691,128.2880889
601,WAAHAM0004,Mediterranean woodlands,25,23,2,0.08,WA,-31.95244722,127.2742833
602,WAAHAM0005,Mediterranean woodlands,32,30,2,0.0625,WA,-32.22587222,127.4403361
603,WAAHAM0006,Mediterranean woodlands,25,24,1,0.04,WA,-32.21914167,126.3018861
604,WAAJAF0001,Mediterranean woodlands,101,101,0,0,WA,-34.61917222,117.1554361
605,WAAJAF0002,Mediterranean woodlands,83,78,5,0.048192771,WA,-34.59954167,117.2660861
606,WAAJAF0003,Mediterranean woodlands,130,120,10,0.076923077,WA,-34.40362778,117.687625
607,WAALSD0001,Desert shrublands,50,50,0,0,WA,-25.09664444,120.7239639
608,WAALSD0001,Desert shrublands,45,45,0,0,WA,-25.09664444,120.7239639
609,WAALSD0002,Desert shrublands,32,32,0,0,WA,-25.05720278,120.7392
610,WAALSD0002,Desert shrublands,24,24,0,0,WA,-25.05720278,120.7392
611,WAALSD0003,Desert shrublands,36,36,0,0,WA,-25.26886667,120.6275
